voter_id,candidate_name,pc_name
Cuddapah_V002199,N.C.Pulla Reddy,Cuddapah
Cuddapah_V002200,S.Ravi Sankar Reddy,Cuddapah
Cuddapah_V002201,S.Sailendra Babu,Cuddapah
Cuddapah_V002202,M.Venkateswarlu,Cuddapah
Cuddapah_V002203,P.Azamthulla,Cuddapah
Cuddapah_V002204,J.Sugunendra Rao,Cuddapah
Cuddapah_V002205,N.Visweswara Reddy,Cuddapah
Cuddapah_V002206,Gajulapalale Satya Narayana Reddy,Cuddapah
Cuddapah_V002207,Bovilla Madhusudhana Reddy,Cuddapah
Cuddapah_V002208,L.Sudhakar Reddy,Cuddapah
Cuddapah_V002209,Kothamidde Raghurami Reddy,Cuddapah
Cuddapah_V002210,Gurijala Gopal Reddy,Cuddapah
Cuddapah_V002211,Beeram Rajashekhar Reddy,Cuddapah
Cuddapah_V002212,Gundala Pala Ratnam,Cuddapah
Cuddapah_V002213,T.Ramaiah,Cuddapah
Cuddapah_V002214,Adi Narayana Reddy Chadipiralla,Cuddapah
Cuddapah_V002215,Chandubhaigari Imam Hussain,Cuddapah
Cuddapah_V002216,M.Lakshmi Narasaiah,Cuddapah
Cuddapah_V002217,Ahmed Hussain,Cuddapah
Cuddapah_V002218,Kandula Raja Mohana Reddy,Cuddapah
Cuddapah_V002219,Rajasekhara Reddy Y.S.,Cuddapah
Hindupur_V002220,Tothuka Venkataramana,Hindupur
Hindupur_V002221,U.V.Krishna Reddy,Hindupur
Hindupur_V002222,Ambati Satish Kumar,Hindupur
Hindupur_V002223,Samala Ramana Reddy,Hindupur
Hindupur_V002224,H.K.Nagaraju,Hindupur
Hindupur_V002225,C.S.Ismail,Hindupur
Hindupur_V002226,Kesava Reddy,Hindupur
Hindupur_V002227,M.Sreekantha Reddy,Hindupur
Hindupur_V002228,Gangulappa (Koneru),Hindupur
Hindupur_V002229,S.Rami Reddy,Hindupur
Hindupur_V002230,C.V.Devachari,Hindupur
Hindupur_V002231,P.Kamappa,Hindupur
Hindupur_V002232,Gandikota Allabakash,Hindupur
Hindupur_V002233,Pujari Narasimhulu,Hindupur
Hindupur_V002234,K.Katamaiah,Hindupur
Hindupur_V002235,K.Narayanaswamy,Hindupur
Hindupur_V002236,Chinta Lakshminarayana Reddy,Hindupur
Hindupur_V002237,P.Chandrasekhar,Hindupur
Hindupur_V002238,Patnam Chandrasekhar,Hindupur
Hindupur_V002239,P.V.Krishana Reddy,Hindupur
Hindupur_V002240,J.Sanna Thimmappa,Hindupur
Hindupur_V002241,Sane Obula Reddy,Hindupur
Hindupur_V002242,Mabu Sab,Hindupur
Hindupur_V002243,M.Chandrasekhar,Hindupur
Hindupur_V002244,G.N.Seshagiri Rao,Hindupur
Hindupur_V002245,G.Nagireddy,Hindupur
Hindupur_V002246,S.Gangadhar,Hindupur
Hindupur_V002247,S.Ramachandra Reddy,Hindupur
Anantapur_V002248,G.C.Ravindra Nath,Anantapur
Anantapur_V002249,M.Osman,Anantapur
Anantapur_V002250,S.Surendra Prasad,Anantapur
Anantapur_V002251,S Khaja Hussain,Anantapur
Anantapur_V002252,Boya Bhaskar,Anantapur
Anantapur_V002253,G.Jaganmohan Reddy,Anantapur
Anantapur_V002254,Rachamadugu Subramanyam,Anantapur
Anantapur_V002255,Bokkasam Ramamohan,Anantapur
Anantapur_V002256,J.C.Salaiah,Anantapur
Anantapur_V002257,Bagalakota Ramarao,Anantapur
Anantapur_V002258,R.Madhusudhana Rao,Anantapur
Anantapur_V002259,Vaikuntam Prasadu Naidu,Anantapur
Anantapur_V002260,M.Prabhakar,Anantapur
Anantapur_V002261,K.Krishna Reddy,Anantapur
Anantapur_V002262,Chandragiri Motappa,Anantapur
Anantapur_V002263,T Chandrayudu,Anantapur
Anantapur_V002264,Pateel Ramalinga Reddy,Anantapur
Anantapur_V002265,Nimmala Nehaji,Anantapur
Anantapur_V002266,Nagaraju,Anantapur
Anantapur_V002267,Veluri Kesava Chowdari,Anantapur
Anantapur_V002268,V Prabhakara Chowdary,Anantapur
Anantapur_V002269,R.Rangappa,Anantapur
Anantapur_V002270,Anantha Venkatarami Reddy,Anantapur
Kurnool_V002271,P.Masoombi,Kurnool
Kurnool_V002272,Y.Siva Rami Reddy,Kurnool
Kurnool_V002273,Ganda Venkata Subba Reddy,Kurnool
Kurnool_V002274,N.Sudhakar Reddy,Kurnool
Kurnool_V002275,Giyasuddin,Kurnool
Kurnool_V002276,Avutu Venugopal,Kurnool
Kurnool_V002277,L.Satyanarayana Reddy,Kurnool
Kurnool_V002278,T.Sudhakar,Kurnool
Kurnool_V002279,G.Sankar,Kurnool
Kurnool_V002280,S .Chandrasekhar,Kurnool
Kurnool_V002281,S.Krishna Murthy,Kurnool
Kurnool_V002282,Gandam Vijaya Bhaskar Reddy,Kurnool
Kurnool_V002283,Hanumanthu,Kurnool
Kurnool_V002284,Vadde M.Lakshmaiah,Kurnool
Kurnool_V002285,Parigela Kesanna,Kurnool
Kurnool_V002286,Pothi Reddy Venkata Subba Reddy,Kurnool
Kurnool_V002287,K.Kesava Rao,Kurnool
Kurnool_V002288,D.Venkateswara Reddy,Kurnool
Kurnool_V002289,M.Narayana,Kurnool
Kurnool_V002290,Panchagnula Mallikharjuna Sastry,Kurnool
Kurnool_V002291,D.Vishnuvardhan Reddy,Kurnool
Kurnool_V002292,S.V.Subba Reddy,Kurnool
Kurnool_V002293,Kotla Vijaya Bhaskara Reddy,Kurnool
Nandyal_V002294,B.C.Subbarayudu,Nandyal
Nandyal_V002295,Sitaram Sahu,Nandyal
Nandyal_V002296,N.Thirupalu,Nandyal
Nandyal_V002297,Thakur Vishnu Shridhar,Nandyal
Nandyal_V002298,Puli Venkataiah,Nandyal
Nandyal_V002299,Dubbolla Prabhudas,Nandyal
Nandyal_V002300,Alhaj Aftab Ahmed Faizi,Nandyal
Nandyal_V002301,Yerrabolu Siva Prakasa Reddy,Nandyal
Nandyal_V002302,Adi Hussain Reddy,Nandyal
Nandyal_V002303,Karimaddela Sivanngi Reddy,Nandyal
Nandyal_V002304,B.V.Rami Reddy,Nandyal
Nandyal_V002305,Vijaya Bhaskar Reddy,Nandyal
Nandyal_V002306,Guinness Hottepaksha Rangaswamy,Nandyal
Nandyal_V002307,M.Thirupalu,Nandyal
Nandyal_V002308,U.P.Munt Reddy,Nandyal
Nandyal_V002309,N.Venkateswara Naik,Nandyal
Nandyal_V002310,Bagalkot Rama Rao,Nandyal
Nandyal_V002311,Bhanoth Laxamn Naik,Nandyal
Nandyal_V002312,Tejpal Singh Azad,Nandyal
Nandyal_V002313,Pula Vekatanaratnam,Nandyal
Nandyal_V002314,Singam Venkata Rami Reddy,Nandyal
Nandyal_V002315,M.E.V.Ramana,Nandyal
Nandyal_V002316,C.John Barnabas,Nandyal
Nandyal_V002317,K.Padmarajan,Nandyal
Nandyal_V002318,Mulu Gokari,Nandyal
Nandyal_V002319,P.Nagaraju,Nandyal
Nandyal_V002320,B.Nagi Reddy,Nandyal
Nandyal_V002321,R.Bhupal Reddy,Nandyal
Nandyal_V002322,P.Gokuri,Nandyal
Nandyal_V002323,Byreddy Seshasayana Reddy,Nandyal
Nandyal_V002324,Bhuma Venkata Nagi Reddy,Nandyal
Nandyal_V002325,P.V.Narasimha Rao,Nandyal
Nagarkurnool_V002326,Buddula Srinivas,Nagarkurnool
Nagarkurnool_V002327,K. Hanumantha Rao,Nagarkurnool
Nagarkurnool_V002328,Vankeshwaram Bhhemaiah,Nagarkurnool
Nagarkurnool_V002329,Mallu Ramesh,Nagarkurnool
Nagarkurnool_V002330,S.B. Ramesh Babu,Nagarkurnool
Nagarkurnool_V002331,Ramulu,Nagarkurnool
Nagarkurnool_V002332,Yerra Mallesha,Nagarkurnool
Nagarkurnool_V002333,Lingaram Peniaich,Nagarkurnool
Nagarkurnool_V002334,Mala Chennaiah,Nagarkurnool
Nagarkurnool_V002335,P. Kashanna,Nagarkurnool
Nagarkurnool_V002336,Chandramouli,Nagarkurnool
Nagarkurnool_V002337,P. Krishna,Nagarkurnool
Nagarkurnool_V002338,Indira,Nagarkurnool
Nagarkurnool_V002339,Dharam Pal. P,Nagarkurnool
Nagarkurnool_V002340,Mallu Ravi,Nagarkurnool
Nagarkurnool_V002341,M. Jagannath,Nagarkurnool
Mahabubnagar_V002342,Saudamini Rao,Mahabubnagar
Mahabubnagar_V002343,Sami Reddy,Mahabubnagar
Mahabubnagar_V002344,B. Sunkanna,Mahabubnagar
Mahabubnagar_V002345,M.Mustafa Ali Baig,Mahabubnagar
Mahabubnagar_V002346,Nandipati Bheemaiah,Mahabubnagar
Mahabubnagar_V002347,Srinivasulu,Mahabubnagar
Mahabubnagar_V002348,Raja Gopalu,Mahabubnagar
Mahabubnagar_V002349,M.Jaipal Reddy,Mahabubnagar
Mahabubnagar_V002350,Mohmad Gulam Samdani,Mahabubnagar
Mahabubnagar_V002351,P. Vaemanna,Mahabubnagar
Mahabubnagar_V002352,Putta Srinivasulu,Mahabubnagar
Mahabubnagar_V002353,L. Ram Reddy,Mahabubnagar
Mahabubnagar_V002354,Mohammed Moosa,Mahabubnagar
Mahabubnagar_V002355,B. Mohan Reddy,Mahabubnagar
Mahabubnagar_V002356,A.Nanda Kumar,Mahabubnagar
Mahabubnagar_V002357,Teneti Ravinder Reddy,Mahabubnagar
Mahabubnagar_V002358,Kandivanam Narsimhulu Yadav,Mahabubnagar
Mahabubnagar_V002359,Ramachandra Reddy K.G.,Mahabubnagar
Mahabubnagar_V002360,P.Chinna Sali Babu,Mahabubnagar
Mahabubnagar_V002361,Karimuddin Khan Mohammad,Mahabubnagar
Mahabubnagar_V002362,A.P. Jitender Reddy,Mahabubnagar
Mahabubnagar_V002363,Ravindranath Reddy R.,Mahabubnagar
Mahabubnagar_V002364,D.K. Aruna,Mahabubnagar
Mahabubnagar_V002365,Mallikarjun,Mahabubnagar
Hyderabad_V002366,Syed Gulam Ghouse Mohiuddin,Hyderabad
Hyderabad_V002367,Sayyed Aijaz Ahmed,Hyderabad
Hyderabad_V002368,Sayyed Hammad,Hyderabad
Hyderabad_V002369,Khaja Abdul Hameed,Hyderabad
Hyderabad_V002370,A. Rama Rao,Hyderabad
Hyderabad_V002371,M. Prakash,Hyderabad
Hyderabad_V002372,G. Balakrishna,Hyderabad
Hyderabad_V002373,Amtul Rasheed,Hyderabad
Hyderabad_V002374,Md.Ilawar Ali,Hyderabad
Hyderabad_V002375,Pratap Singh Subedar,Hyderabad
Hyderabad_V002376,Sardar Jagat Singh,Hyderabad
Hyderabad_V002377,M. Prasad,Hyderabad
Hyderabad_V002378,T. Satyanarayan Prasad,Hyderabad
Hyderabad_V002379,Umamahendra Raju,Hyderabad
Hyderabad_V002380,Mir Shokat Ali,Hyderabad
Hyderabad_V002381,Akther Ahmed Bin Ewaz Jabri,Hyderabad
Hyderabad_V002382,Brij Mohan Vyas,Hyderabad
Hyderabad_V002383,Subba Rao,Hyderabad
Hyderabad_V002384,Satnarayan Sarma,Hyderabad
Hyderabad_V002385,Abdul Sulman Md. Asim,Hyderabad
Hyderabad_V002386,Mohammed Khalil Ahmed,Hyderabad
Hyderabad_V002387,Golkonda Yadaiah,Hyderabad
Hyderabad_V002388,T.V. Ratnakar Raju,Hyderabad
Hyderabad_V002389,Chakali Sanjeevulu,Hyderabad
Hyderabad_V002390,Acharya Dayashankar Dwivedi,Hyderabad
Hyderabad_V002391,Md. Abdul Kaleem,Hyderabad
Hyderabad_V002392,Mohd. Abdul Aleem,Hyderabad
Hyderabad_V002393,Pagidala Sudhaker,Hyderabad
Hyderabad_V002394,Altaf Hussain Johar Alias Altaf Johar,Hyderabad
Hyderabad_V002395,G.Umapathi,Hyderabad
Hyderabad_V002396,Zainuddin,Hyderabad
Hyderabad_V002397,Pangala Narasimhulu Yadav,Hyderabad
Hyderabad_V002398,A. Mohan Chari,Hyderabad
Hyderabad_V002399,Mir Nusrath Ali,Hyderabad
Hyderabad_V002400,G.Arjun,Hyderabad
Hyderabad_V002401,N. N. Murthy,Hyderabad
Hyderabad_V002402,A.Kailash,Hyderabad
Hyderabad_V002403,Mir Md. Ali Khan,Hyderabad
Hyderabad_V002404,Arige Bhasker,Hyderabad
Hyderabad_V002405,P. Panduranga Reddy,Hyderabad
Hyderabad_V002406,S.M. Ramakrishna Goud,Hyderabad
Hyderabad_V002407,Paramesh Singh,Hyderabad
Hyderabad_V002408,S. Pochaiah,Hyderabad
Hyderabad_V002409,Chathur Singh Shastry,Hyderabad
Hyderabad_V002410,Anandam,Hyderabad
Hyderabad_V002411,Dinesh Tiwari,Hyderabad
Hyderabad_V002412,Jeethmal Bansal,Hyderabad
Hyderabad_V002413,T.Krishna Reddy,Hyderabad
Hyderabad_V002414,P. Mahender Reddy,Hyderabad
Hyderabad_V002415,Amanulla Khan Md.,Hyderabad
Hyderabad_V002416,P. Sudhakar Reddy,Hyderabad
Hyderabad_V002417,M. Venkaiah Naidu,Hyderabad
Hyderabad_V002418,Sultan Salahuddin Owaisi,Hyderabad
Secunderabad_V002419,Ramaswamy T.,Secunderabad
Secunderabad_V002420,Mohan Rao T.,Secunderabad
Secunderabad_V002421,Vasantha Rani,Secunderabad
Secunderabad_V002422,Krishna Rao R.,Secunderabad
Secunderabad_V002423,Sardar Patel R.,Secunderabad
Secunderabad_V002424,Chandra,Secunderabad
Secunderabad_V002425,Giri Yadav E.,Secunderabad
Secunderabad_V002426,Mir Moizuddin Ali Khan,Secunderabad
Secunderabad_V002427,Deen Dayal T.,Secunderabad
Secunderabad_V002428,Ramachandra Rao C.,Secunderabad
Secunderabad_V002429,Kamal Kishore Sharma,Secunderabad
Secunderabad_V002430,Ratanlal Nahata,Secunderabad
Secunderabad_V002431,Ramalingam N.,Secunderabad
Secunderabad_V002432,Shazadi Begum,Secunderabad
Secunderabad_V002433,Mahendra Reddy P.S.,Secunderabad
Secunderabad_V002434,Ali K.Arshad Nawab M.M.,Secunderabad
Secunderabad_V002435,Anantha Gopal Rao N.,Secunderabad
Secunderabad_V002436,Mohan Rao C.,Secunderabad
Secunderabad_V002437,Syed Shah Rahamatullah Hussaini,Secunderabad
Secunderabad_V002438,David B.,Secunderabad
Secunderabad_V002439,Anjaiah P.,Secunderabad
Secunderabad_V002440,Deva Sahayam A.I.,Secunderabad
Secunderabad_V002441,Nagabhooshana Chary K.,Secunderabad
Secunderabad_V002442,John S.,Secunderabad
Secunderabad_V002443,Venugopal M.,Secunderabad
Secunderabad_V002444,Mazharuddin,Secunderabad
Secunderabad_V002445,Ganesh Rao K.S.,Secunderabad
Secunderabad_V002446,Veeramalla Soma Raju,Secunderabad
Secunderabad_V002447,Raja Ram Shastri P.,Secunderabad
Secunderabad_V002448,H.S.Major Rana K.C.,Secunderabad
Secunderabad_V002449,Syed Nazeer Hussain,Secunderabad
Secunderabad_V002450,Praphulram Reddy Tummala,Secunderabad
Secunderabad_V002451,Shah Mohiuddin M.,Secunderabad
Secunderabad_V002452,Md. Abdul Aleem,Secunderabad
Secunderabad_V002453,Sunil Babu K.,Secunderabad
Secunderabad_V002454,Veerabhadra Rao Z.,Secunderabad
Secunderabad_V002455,Amba Prasad Mukkamala,Secunderabad
Secunderabad_V002456,Venkatesh G. Gajanana,Secunderabad
Secunderabad_V002457,Bakshi K.A.,Secunderabad
Secunderabad_V002458,Suranka (Shashanka)Y.,Secunderabad
Secunderabad_V002459,Ajay Reddy Mandadi,Secunderabad
Secunderabad_V002460,Shanwal Khan Sk.,Secunderabad
Secunderabad_V002461,Ajeet Singh S,Secunderabad
Secunderabad_V002462,Yadagiri P.,Secunderabad
Secunderabad_V002463,Yadagiri Putti,Secunderabad
Secunderabad_V002464,Ravi Shankar L.L.,Secunderabad
Secunderabad_V002465,Rajeev Goel,Secunderabad
Secunderabad_V002466,Rashid E.P.A.,Secunderabad
Secunderabad_V002467,Azhar Sharif,Secunderabad
Secunderabad_V002468,Dayanand Y.,Secunderabad
Secunderabad_V002469,Krishna Murthy Ambaty,Secunderabad
Secunderabad_V002470,Raju B.,Secunderabad
Secunderabad_V002471,Anjaiah G.M.,Secunderabad
Secunderabad_V002472,Suresh P.,Secunderabad
Secunderabad_V002473,Azmuddin Azmi,Secunderabad
Secunderabad_V002474,Prakash Rao N.,Secunderabad
Secunderabad_V002475,Ramchander Rao M.,Secunderabad
Secunderabad_V002476,Bandaru Dattatreya,Secunderabad
Secunderabad_V002477,Rajeshwar Rao P.V.,Secunderabad
Siddipet_V002478,Nagavelli Thirupathi,Siddipet
Siddipet_V002479,Karpe Pedda Balaiah,Siddipet
Siddipet_V002480,Pothraj Laxman Rao,Siddipet
Siddipet_V002481,Yerra Bala Mallaiah,Siddipet
Siddipet_V002482,K.M. Lingam,Siddipet
Siddipet_V002483,Pampar Mallesha,Siddipet
Siddipet_V002484,Bangaru Parashuram,Siddipet
Siddipet_V002485,N. Venkateswarlu,Siddipet
Siddipet_V002486,Gundagalla Boodaiah,Siddipet
Siddipet_V002487,Servey Sathyanarayana,Siddipet
Siddipet_V002488,Balaram Puli,Siddipet
Siddipet_V002489,G.Vijaya Ramarao,Siddipet
Siddipet_V002490,Yellaiah Nandi,Siddipet
Medak_V002491,P. Madhusoodhana Rao,Medak
Medak_V002492,Begari Laxmaiah,Medak
Medak_V002493,Kasu Venkateshwara Reddy,Medak
Medak_V002494,Kanjarla Laxmi Prasad Yadav,Medak
Medak_V002495,Shah Saiful Islam,Medak
Medak_V002496,M. Venkati,Medak
Medak_V002497,Erolla Ratnaiah,Medak
Medak_V002498,Mohammaid Ibrahim,Medak
Medak_V002499,Manne Vijaya Kumar,Medak
Medak_V002500,Mohammad Owais Siddiqui,Medak
Medak_V002501,C.H. Veeraiah,Medak
Medak_V002502,Paatha Bhairaiah,Medak
Medak_V002503,Kistaiah,Medak
Medak_V002504,Ganta Babu,Medak
Medak_V002505,Minupoori Ramchandraiah,Medak
Medak_V002506,G. Laxmi Narsinga Rao,Medak
Medak_V002507,Ale Narendra,Medak
Medak_V002508,Patlolla Manik Reddy,Medak
Medak_V002509,M. Baaga Reddy,Medak
Nizamabad_V002510,Pundurthi Narsimulu,Nizamabad
Nizamabad_V002511,Srinivasa Rao Balina,Nizamabad
Nizamabad_V002512,Anjaneyulu Naidu,Nizamabad
Nizamabad_V002513,Meka Ram Swamy,Nizamabad
Nizamabad_V002514,Jagdish Agrawal,Nizamabad
Nizamabad_V002515,Samala Vithal Reddy,Nizamabad
Nizamabad_V002516,Sarasani Venkatarama Reddy,Nizamabad
Nizamabad_V002517,Bhodu Rajulu,Nizamabad
Nizamabad_V002518,Errolla Pedda Gangaram,Nizamabad
Nizamabad_V002519,Chitikela Saya Reddy,Nizamabad
Nizamabad_V002520,Radhi Gangadhar,Nizamabad
Nizamabad_V002521,Eden Bhaswanth,Nizamabad
Nizamabad_V002522,R. Narayana,Nizamabad
Nizamabad_V002523,Gaddam Sairam,Nizamabad
Nizamabad_V002524,Shaik Mahaboob,Nizamabad
Nizamabad_V002525,Ghanta Babu,Nizamabad
Nizamabad_V002526,Kyabari Ramulu,Nizamabad
Nizamabad_V002527,L. Lakshman,Nizamabad
Nizamabad_V002528,Chinnamaneni Anand Rao,Nizamabad
Nizamabad_V002529,Karka Chinna Lasmanna,Nizamabad
Nizamabad_V002530,Gaini Laxman,Nizamabad
Nizamabad_V002531,Vemula Surender Reddy,Nizamabad
Nizamabad_V002532,Hambhant Reddy P.,Nizamabad
Nizamabad_V002533,Mandawa Venkateshwara Rao,Nizamabad
Nizamabad_V002534,Atmacharan Reddy,Nizamabad
Adilabad_V002535,Dandekar Satyakam,Adilabad
Adilabad_V002536,Nakka Rayamallu,Adilabad
Adilabad_V002537,Sirikonda Sambaiah,Adilabad
Adilabad_V002538,Md. Sayeed Ahmed,Adilabad
Adilabad_V002539,Durgam Shyam Rao,Adilabad
Adilabad_V002540,Chinnaswamy Vishwanath,Adilabad
Adilabad_V002541,Poddutur Gopal Reddy,Adilabad
Adilabad_V002542,Gajanan Rao Srihari Komawar,Adilabad
Adilabad_V002543,Upre Tukaram,Adilabad
Adilabad_V002544,Sidam Arju,Adilabad
Adilabad_V002545,Narayan Reddy,Adilabad
Adilabad_V002546,Gogarla Ramchander,Adilabad
Adilabad_V002547,Gona Venkat Amshuman Rao,Adilabad
Adilabad_V002548,Koripelli Narayan Reddy,Adilabad
Adilabad_V002549,Allola Indrakaran Reddy,Adilabad
Adilabad_V002550,S. Venugopala Chary,Adilabad
Peddapalli_V002551,Mailaiah Velthuri,Peddapalli
Peddapalli_V002552,Bolli Swamy,Peddapalli
Peddapalli_V002553,Ande Thirupathi,Peddapalli
Peddapalli_V002554,Ch. Ailaiah,Peddapalli
Peddapalli_V002555,G. Vinay Kumar,Peddapalli
Peddapalli_V002556,Bairamalla Mogilaiah,Peddapalli
Peddapalli_V002557,Paile Ram Raju,Peddapalli
Peddapalli_V002558,More Komuraiah,Peddapalli
Peddapalli_V002559,Sankemapalli Laxmaiah,Peddapalli
Peddapalli_V002560,Leo Augustine,Peddapalli
Peddapalli_V002561,Manohar Atey,Peddapalli
Peddapalli_V002562,Chityala Lingaiah,Peddapalli
Peddapalli_V002563,Gummadi Rayalingu,Peddapalli
Peddapalli_V002564,Deva Sreenivas,Peddapalli
Peddapalli_V002565,Dasari Ramulu,Peddapalli
Peddapalli_V002566,Jangam Laxminarayana,Peddapalli
Peddapalli_V002567,Mathangi Narsaiah,Peddapalli
Peddapalli_V002568,Suddala Devaiah,Peddapalli
Peddapalli_V002569,G. Venkat Swamy,Peddapalli
Karimnagar_V002570,Boinipalli Baskar Rao,Karimnagar
Karimnagar_V002571,Yegurla Mahender Rao King,Karimnagar
Karimnagar_V002572,Santi Narsaiah,Karimnagar
Karimnagar_V002573,Pulipaka Laxminarayana,Karimnagar
Karimnagar_V002574,Ch. Hanuman Sharma,Karimnagar
Karimnagar_V002575,Puli Ravindranath Reddy,Karimnagar
Karimnagar_V002576,Gurram Narayana Goud,Karimnagar
Karimnagar_V002577,N. Balchander,Karimnagar
Karimnagar_V002578,Pulkem Narasaiah,Karimnagar
Karimnagar_V002579,G. Rajeshwar Reddy,Karimnagar
Karimnagar_V002580,Gaddam Raji Reddy,Karimnagar
Karimnagar_V002581,S.K. Habeebuddin,Karimnagar
Karimnagar_V002582,Kamadri Kondaiah,Karimnagar
Karimnagar_V002583,Badaruddin,Karimnagar
Karimnagar_V002584,Katta Srinivas,Karimnagar
Karimnagar_V002585,Vodnala Malleswar Rao,Karimnagar
Karimnagar_V002586,M. Vimala,Karimnagar
Karimnagar_V002587,Jagapathi Rao. V,Karimnagar
Karimnagar_V002588,Edavalli Jagga Reddy,Karimnagar
Karimnagar_V002589,Gaddam Vinod Reddy,Karimnagar
Karimnagar_V002590,Chokka Rao J,Karimnagar
Karimnagar_V002591,Lgandula Ramana,Karimnagar
Hanamkonda_V002592,Ajay Kumar Peddi,Hanamkonda
Hanamkonda_V002593,Devadanam Pakala,Hanamkonda
Hanamkonda_V002594,Nalla Levi Raju,Hanamkonda
Hanamkonda_V002595,Bommineni Malla Reddy,Hanamkonda
Hanamkonda_V002596,Sardar Ranbeer Singh,Hanamkonda
Hanamkonda_V002597,Kandagatla Venkatesham,Hanamkonda
Hanamkonda_V002598,Satyabhushan K.V.,Hanamkonda
Hanamkonda_V002599,Mukka Punnamchander,Hanamkonda
Hanamkonda_V002600,Seelam Saraswathi,Hanamkonda
Hanamkonda_V002601,C.R. Reddy,Hanamkonda
Hanamkonda_V002602,Rajaiah Bingi,Hanamkonda
Hanamkonda_V002603,Erra Ramachander,Hanamkonda
Hanamkonda_V002604,Boddu Mohan,Hanamkonda
Hanamkonda_V002605,Govindu Bhaskar Rao,Hanamkonda
Hanamkonda_V002606,Gampala Ilaiah,Hanamkonda
Hanamkonda_V002607,Kaleeluddin,Hanamkonda
Hanamkonda_V002608,Raju Saraswathi Bhatia,Hanamkonda
Hanamkonda_V002609,M. Kutumbam,Hanamkonda
Hanamkonda_V002610,Upender Reddy Vallepu,Hanamkonda
Hanamkonda_V002611,Jayapal Vonteru,Hanamkonda
Hanamkonda_V002612,Chada Suresh Reddy,Hanamkonda
Hanamkonda_V002613,Baswa Reddy Adaboina,Hanamkonda
Hanamkonda_V002614,M. Kamaluddin Ahmed,Hanamkonda
Warangal_V002615,Dharmaiah Bhoora,Warangal
Warangal_V002616,Bethi Satyanarayana,Warangal
Warangal_V002617,Nanya Maloth,Warangal
Warangal_V002618,Dashrath Rama Rao,Warangal
Warangal_V002619,Madhusudan Vempati,Warangal
Warangal_V002620,T. Lakshmaiah,Warangal
Warangal_V002621,Koteswara Rao Rathod,Warangal
Warangal_V002622,Mogaluri Somachary,Warangal
Warangal_V002623,Amaralinga Swamy,Warangal
Warangal_V002624,Julapalli Gungadhar Rao,Warangal
Warangal_V002625,Gundeti Rajaram,Warangal
Warangal_V002626,Rayala Vimala,Warangal
Warangal_V002627,Soma Rajanna,Warangal
Warangal_V002628,Jangareddi C.,Warangal
Warangal_V002629,M.A. Rawoof(Jameel),Warangal
Warangal_V002630,Surander Reddy Rama,Warangal
Warangal_V002631,Ajmeera Chandulal,Warangal
Khammam_V002632,Banoth Laxma Naik,Khammam
Khammam_V002633,Sarvar Mohiuddin,Khammam
Khammam_V002634,Bheemji Naik,Khammam
Khammam_V002635,Pullareddy Bheem Reddy,Khammam
Khammam_V002636,Banoth Bikna,Khammam
Khammam_V002637,Boinapalli Venkatrao,Khammam
Khammam_V002638,Madakam Mutyalu,Khammam
Khammam_V002639,Nagandla Janaki Rama Rao,Khammam
Khammam_V002640,Akarapu Prabhu Lingachary,Khammam
Khammam_V002641,Mylavarapu Mallikharjuna Rao,Khammam
Khammam_V002642,Pilla Jagadish Naidu,Khammam
Khammam_V002643,Mangapati Nalajala,Khammam
Khammam_V002644,Md. Galib,Khammam
Khammam_V002645,Poranki Venkata Raju,Khammam
Khammam_V002646,Chirra Venkateswarlu,Khammam
Khammam_V002647,Khadaar Ali Sayyad,Khammam
Khammam_V002648,Ganduri Lalaiah,Khammam
Khammam_V002649,Guntupali Papaiah,Khammam
Khammam_V002650,Thotamalla Chandrasekhara,Khammam
Khammam_V002651,Ch. Joga Rao,Khammam
Khammam_V002652,Gangisarpa Sankar,Khammam
Khammam_V002653,Bhukya Lingaiah,Khammam
Khammam_V002654,Padiga Yerraiah,Khammam
Khammam_V002655,Jayachandra Reddy Reddyvari,Khammam
Khammam_V002656,Sadineni Venkateswarlu,Khammam
Khammam_V002657,Nageswara Rao Koneru,Khammam
Khammam_V002658,P.V. Rangaiah Naidu,Khammam
Khammam_V002659,Veerabhadram Tammineni,Khammam
Nalgonda_V002660,Vanguru China Lingaiah,Nalgonda
Nalgonda_V002661,Malgireddy Saidi Reddy,Nalgonda
Nalgonda_V002662,Raila China Kondaiah,Nalgonda
Nalgonda_V002663,Malothu Kanakamma,Nalgonda
Nalgonda_V002664,Ramavath Shankar,Nalgonda
Nalgonda_V002665,Munavath Thourya,Nalgonda
Nalgonda_V002666,Ramavath Janiya,Nalgonda
Nalgonda_V002667,Raila Hussain,Nalgonda
Nalgonda_V002668,Ramavathu Ramulu,Nalgonda
Nalgonda_V002669,Vanguri Peda Narsimha,Nalgonda
Nalgonda_V002670,Raila Peda Maraiah,Nalgonda
Nalgonda_V002671,Vaditha Gasya,Nalgonda
Nalgonda_V002672,Manda Anandha Rao,Nalgonda
Nalgonda_V002673,Mainam Bhaskar,Nalgonda
Nalgonda_V002674,Narumalla Muthyalu,Nalgonda
Nalgonda_V002675,Ramavath Rupla,Nalgonda
Nalgonda_V002676,Burri Krushnaiah,Nalgonda
Nalgonda_V002677,M.N.Bhushi,Nalgonda
Nalgonda_V002678,Vaddireddy Saramma,Nalgonda
Nalgonda_V002679,Budigepaka Mallaiah,Nalgonda
