pc_name,cand_name,partyname,totvotpoll,electors
Singhbhum,Felix Heman Hebron Richard,Independents,2446.0,523404.0
Singhbhum,Purna Chandra Birua,Independents,2985.0,523404.0
Singhbhum,Jogeshwar Nayak,Independents,4564.0,523404.0
Singhbhum,Hari Charan Sinku,Jharkhand Party,7508.0,523404.0
Singhbhum,Moran Singh Purty,Indian National Congress,24422.0,523404.0
Singhbhum,Bagun Sumbrui,All India Jharkhand Party,126288.0,523404.0
Khunti,And Topno,Independents,2038.0,560524.0
Khunti,M. H. Bazrai Munda,Independents,2416.0,560524.0
Khunti,Tiru Muchirai Munda,Indian National Congress,30474.0,560524.0
Khunti,Nirel Mundu,Jharkhand Party,56976.0,560524.0
Khunti,Karia Munda,Bharatiya Lok Dal,91859.0,560524.0
Lohardaga,David Munzni,Independents,6423.0,566103.0
Lohardaga,Alice Dadel,Jharkhand Party,9900.0,566103.0
Lohardaga,Clement Toppo,Independents,13932.0,566103.0
Lohardaga,Kartik Oraon,Indian National Congress,77391.0,566103.0
Lohardaga,Lalu Oraon,Bharatiya Lok Dal,142274.0,566103.0
Palamau,Kanhai Ram,Independents,1548.0,579353.0
Palamau,Mohan Ram,Independents,2336.0,579353.0
Palamau,Jasoda Devi,Independents,3028.0,579353.0
Palamau,Ram Swarup Ram Ravi,Independents,5522.0,579353.0
Palamau,Bhikham Mochi,Independents,6943.0,579353.0
Palamau,Kamla Kumari,Indian National Congress,39022.0,579353.0
Palamau,Ramdeni Ram,Bharatiya Lok Dal,201861.0,579353.0
Bagaha,Jagannath Prasad Swatantra,Janta Party,51436.0,677987.0
Bagaha,Narsing Baitha,Indian National Congress (U),53490.0,677987.0
Bagaha,Bhola Raut,Indian Natioanl Congress (I),176888.0,677987.0
Bettiah,Chedi Khan,Independents,2004.0,707334.0
Bettiah,Viswa Nath Sahni,Independents,3884.0,707334.0
Bettiah,Maya Devi,Independents,4078.0,707334.0
Bettiah,Deo Narain Prasad,Independents,4222.0,707334.0
Bettiah,Nasim Ahmed,Janta Party,62242.0,707334.0
Bettiah,Fazlur Rahman,Janta Party (Secular),67294.0,707334.0
Bettiah,Kedar Pandey,Indian Natioanl Congress (I),172019.0,707334.0
Motihari,Raj Narain Verma,Independents,1261.0,726964.0
Motihari,Shyam Nandan Sahni,Independents,2236.0,726964.0
Motihari,Deo Narain Sah,Independents,3859.0,726964.0
Motihari,Jagdish Chandra Purbe,Independents,5224.0,726964.0
Motihari,Thakur Ramapati Singh,Janta Party,68525.0,726964.0
Motihari,Prabhawati Gupta,Indian Natioanl Congress (I),124722.0,726964.0
Motihari,Kamla Mishra Madhukar,Communist Party Of India,130228.0,726964.0
Gopalganj,Sachida Nand Pandey,Independents,1202.0,734157.0
Gopalganj,N. C. Manjhi,Independents,2128.0,734157.0
Gopalganj,Chandra Shekher Mishra,Independents,2841.0,734157.0
Gopalganj,Ramagya Singh,Independents,7191.0,734157.0
Gopalganj,Abdul Ghafoor,Indian National Congress (U),66233.0,734157.0
Gopalganj,Dwarka Nath Tiwari,Janta Party,96003.0,734157.0
Gopalganj,Nagina Rai,Indian Natioanl Congress (I),159823.0,734157.0
Siwan,Brij Bihari Pati Tiwari,Independents,1025.0,719852.0
Siwan,Munesh War Prasad,Independents,1435.0,719852.0
Siwan,Saryug Prasad,Independents,1540.0,719852.0
Siwan,Rajendra Anand Sharma,Independents,1694.0,719852.0
Siwan,Hasim Khan,Independents,2929.0,719852.0
Siwan,Daroga Prasad Roy,Indian National Congress (U),78154.0,719852.0
Siwan,Mrityunjay Prasad Verma,Janta Party,115698.0,719852.0
Siwan,M. Yusuf,Indian Natioanl Congress (I),131297.0,719852.0
Maharajganj,Mshri Ram,Independents,1419.0,764467.0
Maharajganj,Sukshma Tiwari,Independents,1774.0,764467.0
Maharajganj,Ramagya Kumar Singh,Independents,1838.0,764467.0
Maharajganj,Ramji Prasad,Shoshit Samaj Dal (Akhil Bharatiya),2450.0,764467.0
Maharajganj,Baikunth Narain,Independents,2590.0,764467.0
Maharajganj,Ramayan Singh,Independents,8645.0,764467.0
Maharajganj,Vinod Kumar Singh,Janta Party (Secular),48328.0,764467.0
Maharajganj,Ramdeo Singh,Janta Party,113812.0,764467.0
Maharajganj,Krishna Pratap Singh,Indian Natioanl Congress (I),144744.0,764467.0
Chapra,Radha Krishan Bhagwan Singh,Independents,415.0,763005.0
Chapra,Sheodhyan Thakur,Independents,553.0,763005.0
Chapra,Satrughan Prasad Singh,Independents,611.0,763005.0
Chapra,Amrit Choudhary,Independents,666.0,763005.0
Chapra,Omeshwar Singh,Independents,691.0,763005.0
Chapra,Tribhuan Rai,Independents,823.0,763005.0
Chapra,Rameshwar Pd. Singh Bishwavandhu,Independents,889.0,763005.0
Chapra,Chandra Shekhar Prasad Yadav,Independents,1010.0,763005.0
Chapra,S. Samshul Haque,Independents,1017.0,763005.0
Chapra,Ramesh Kumar Singh,Independents,1098.0,763005.0
Chapra,Hari Ram Singh,Independents,1209.0,763005.0
Chapra,Nand Kishore Singh,Independents,1353.0,763005.0
Chapra,Ram Sochan Singh Alias Ram Lochan Singh,Independents,1534.0,763005.0
Chapra,Ramshekhar Prasad Singh,Indian National Congress (U),1991.0,763005.0
Chapra,Kedarnath Singh,Independents,2406.0,763005.0
Chapra,Anirudh Singh,Independents,2533.0,763005.0
Chapra,Budhan Prasad Yadav,Indian Natioanl Congress (I),58510.0,763005.0
Chapra,Lallu Prasad,Janta Party (Secular),151273.0,763005.0
Chapra,Satyadeo Singh,Janta Party,160054.0,763005.0
Hajipur,Rajendra Bhagat,Independents,1739.0,761330.0
Hajipur,Kamta Prasad,Independents,2162.0,761330.0
Hajipur,Shyama Kumari,Indian Natioanl Congress (I),70295.0,761330.0
Hajipur,Medni Paswan,Janta Party,120589.0,761330.0
Hajipur,Ram Vilas Paswan,Janta Party (Secular),266428.0,761330.0
Vaishali,Asrafi Prasad Chaurasia,Independents,903.0,746901.0
Vaishali,Nand Kishore Prasad Singh Surb Pratham,Independents,998.0,746901.0
Vaishali,Jainarain Mahto,Independents,1999.0,746901.0
Vaishali,Israr Mian Urf Israr Ahmad,Independents,2298.0,746901.0
Vaishali,Viswanath Goswami,Independents,3044.0,746901.0
Vaishali,Ramdeo Sahni,Independents,4291.0,746901.0
Vaishali,Nalini Ranjan Singh,Independents,19683.0,746901.0
Vaishali,Siyawar Sharan Shrivastava,Communist Party Of India (Marxist),44554.0,746901.0
Vaishali,Nawal Kishore Singh,Indian National Congress (U),46722.0,746901.0
Vaishali,Laliteshwar Prasad Sahi,Indian Natioanl Congress (I),118324.0,746901.0
Vaishali,Kishroi Sinha,Janta Party,121655.0,746901.0
Muzaffarpur,Shiv Shankar Rajak,Independents,132.0,761283.0
Muzaffarpur,Subodh Kumar Sahu,Independents,199.0,761283.0
Muzaffarpur,Vinda Singh,Independents,237.0,761283.0
Muzaffarpur,Rajendra Sahni,Independents,354.0,761283.0
Muzaffarpur,Rahim Khan,Independents,431.0,761283.0
Muzaffarpur,Mathura Prasad,Independents,484.0,761283.0
Muzaffarpur,Lakhan Mahto,Independents,513.0,761283.0
Muzaffarpur,Ganga Prasad Sahni,Independents,643.0,761283.0
Muzaffarpur,Mohd. Israel,Independents,649.0,761283.0
Muzaffarpur,Tapeshwar Rai,Independents,884.0,761283.0
Muzaffarpur,Jitendra Prasad Harsh,Independents,1021.0,761283.0
Muzaffarpur,Ram Lal Mishra,Independents,1528.0,761283.0
Muzaffarpur,Bachhulal Azad,Independents,2175.0,761283.0
Muzaffarpur,Bhola Chaudhary,Independents,2666.0,761283.0
Muzaffarpur,Daroga Prasad,Independents,6375.0,761283.0
Muzaffarpur,Rajni Ranjan Prasad Sah,Indian Natioanl Congress (I),66744.0,761283.0
Muzaffarpur,Digvijay Narain Singh,Janta Party,172401.0,761283.0
Muzaffarpur,George Farnandes,Janta Party (Secular),195510.0,761283.0
Sitamarhi,Ram Kishore,Independents,719.0,814886.0
Sitamarhi,Mustupa Khan,Independents,768.0,814886.0
Sitamarhi,Ram Narain Rai,Independents,1187.0,814886.0
Sitamarhi,Satyendra Nath Verma,Independents,1295.0,814886.0
Sitamarhi,Fulgen Sahani,Independents,1780.0,814886.0
Sitamarhi,Abdul Mannan,Independents,2162.0,814886.0
Sitamarhi,Kaviraj Gulab Jha,Independents,12311.0,814886.0
Sitamarhi,Shyam Sunder Dass,Janta Party,50474.0,814886.0
Sitamarhi,Shashi Shekhareshwar Pd. Narain Singh,Indian Natioanl Congress (I),180996.0,814886.0
Sitamarhi,Baliram Bhagat,Indian National Congress (U),213245.0,814886.0
Sheohar,Bilat Bandhu,Independents,1936.0,790288.0
Sheohar,Surendra Choudhary,All India Forward Block,2268.0,790288.0
Sheohar,Raj Nandan Sah,Independents,4361.0,790288.0
Sheohar,Jildar Ram,Independents,4908.0,790288.0
Sheohar,Janak Dhari Sah,Independents,7194.0,790288.0
Sheohar,Thakur Prabhakar,Janta Party,97529.0,790288.0
Sheohar,Hari Kishore Singh,Indian National Congress (U),122796.0,790288.0
Sheohar,Ram Dulari Singh,Indian Natioanl Congress (I),174188.0,790288.0
Madhubani,Subodh Pradhan,Independents,610.0,774006.0
Madhubani,Anirudh Singh,Independents,722.0,774006.0
Madhubani,Kedar Nath Lal,Independents,1219.0,774006.0
Madhubani,Raj Nandan Chowdhary,Independents,3189.0,774006.0
Madhubani,Lakshmi Narayan Yadav,Independents,4571.0,774006.0
Madhubani,Mahadev Sahni,Independents,7326.0,774006.0
Madhubani,Baliraj Yadav,Janta Party,86539.0,774006.0
Madhubani,Bhogendra Jha,Communist Party Of India,182204.0,774006.0
Madhubani,Shafiqullah Ansari,Indian Natioanl Congress (I),185427.0,774006.0
Jhanjharpur,Brajnandan,Independents,630.0,700394.0
Jhanjharpur,Shafiqulla,Independents,987.0,700394.0
Jhanjharpur,Ram Vilash Sahani,Independents,1060.0,700394.0
Jhanjharpur,Hare Ram Singh,Independents,1616.0,700394.0
Jhanjharpur,Lekha Nand Jha,Independents,1718.0,700394.0
Jhanjharpur,Ras Lal Yadav,Independents,1964.0,700394.0
Jhanjharpur,Gangadhar Mandal,Independents,3524.0,700394.0
Jhanjharpur,Kameshwari Devi,Janta Party,84135.0,700394.0
Jhanjharpur,Jagannath Mishra,Indian Natioanl Congress (I),157227.0,700394.0
Jhanjharpur,Dhanik Lal Mandal,Janta Party (Secular),202710.0,700394.0
Darbhanga,Darwari Lal Kewat,Independents,846.0,732217.0
Darbhanga,Serva Narain Choudhary,Independents,1081.0,732217.0
Darbhanga,Harish Chandra Mishra,Independents,1157.0,732217.0
Darbhanga,Sheikh Suab,Independents,1198.0,732217.0
Darbhanga,Surya Mahaseth,Independents,1218.0,732217.0
Darbhanga,Mokim,Independents,1386.0,732217.0
Darbhanga,Bhupendra Choudhary,Independents,2098.0,732217.0
Darbhanga,Dinraj Sandilya,Independents,3396.0,732217.0
Darbhanga,Surendra Jha Suman,Janta Party,63004.0,732217.0
Darbhanga,Hukmdeo Narayan Yadav,Janta Party (Secular),167383.0,732217.0
Darbhanga,Hari Nath Mishra,Indian Natioanl Congress (I),225584.0,732217.0
Rosera,Rama Ram,Independents,1678.0,743904.0
Rosera,Bhandari Paswan,Independents,2580.0,743904.0
Rosera,Shankar Choudhary,Independents,3138.0,743904.0
Rosera,Yogeshwar Paswan,Janta Party,30211.0,743904.0
Rosera,Ram Sewak Hazari,Janta Party (Secular),203212.0,743904.0
Rosera,Baleshwar Ram,Indian Natioanl Congress (I),222607.0,743904.0
Samastipur,Jagdish Prasad Rai,Independents,473.0,849825.0
Samastipur,Bhai Gopal,Independents,662.0,849825.0
Samastipur,Mahabir Choubey,Independents,698.0,849825.0
Samastipur,Kira Moch,Independents,1012.0,849825.0
Samastipur,Nazir Mian,Independents,1111.0,849825.0
Samastipur,Jagannath Poddar,Independents,1742.0,849825.0
Samastipur,Maheshwar Das,Independents,1831.0,849825.0
Samastipur,Badri Narain Poddar,Independents,2287.0,849825.0
Samastipur,Bhikhar Mahto,Independents,2552.0,849825.0
Samastipur,Kameshwar Prasad Thakur,Independents,3110.0,849825.0
Samastipur,Umadhar Singh,Independents,13151.0,849825.0
Samastipur,Kailashpati Singh,Janta Party,55245.0,849825.0
Samastipur,K. K. Mandal,Indian Natioanl Congress (I),149912.0,849825.0
Samastipur,Ajit Kumar Mehta,Janta Party (Secular),236436.0,849825.0
Barh,Vinod Rabidas,Independents,570.0,780459.0
Barh,Satyadeo Prasad,Independents,714.0,780459.0
Barh,Taneshwar Prasad,Independents,1330.0,780459.0
Barh,Ajit Kumar Sinha,Independents,1468.0,780459.0
Barh,Sitaram Paswan,Independents,1577.0,780459.0
Barh,Jhari Das,Republican Party Of India,1863.0,780459.0
Barh,Deo Kumar Singh,Independents,1956.0,780459.0
Barh,Lakshmi Narayan Prasad,Independents,2019.0,780459.0
Barh,Vrahmdeo Prasad,Independents,3018.0,780459.0
Barh,Nepali Gope,Independents,3387.0,780459.0
Barh,Vijayanand Puri,Independents,5449.0,780459.0
Barh,Ram Raj Prasad Singh,Indian Natioanl Congress (I),102566.0,780459.0
Barh,Kamla Devi,Janta Party,160801.0,780459.0
Barh,Dharmvir Singh,Indian National Congress (U),192407.0,780459.0
Balia,Vindeshwari Gope,Independents,935.0,714492.0
Balia,Vijay Shankar Tanti,Independents,1573.0,714492.0
Balia,Safique,Independents,1800.0,714492.0
Balia,Hasan,Independents,2018.0,714492.0
Balia,Asharfi Yadav,Independents,2151.0,714492.0
Balia,Parmanand Prasad Das,Independents,7590.0,714492.0
Balia,Ramji Sahni,Independents,8002.0,714492.0
Balia,Banarsi Prasad Singh,Janta Party,30124.0,714492.0
Balia,Ramjiwan Singh,Janta Party (Secular),66069.0,714492.0
Balia,Chandrabhanu Devi,Indian Natioanl Congress (I),129770.0,714492.0
Balia,Surya Narayan Singh,Communist Party Of India,131670.0,714492.0
Saharsa,Ram Prabodh Rai,Independents,2077.0,803843.0
Saharsa,Panchanan Yadav,Independents,2316.0,803843.0
Saharsa,Musahru Choudhary,Independents,3822.0,803843.0
Saharsa,Thako Sada,Independents,4141.0,803843.0
Saharsa,Chandeshwar Sah,Independents,6407.0,803843.0
Saharsa,Raj Kumar Sharma,Independents,12842.0,803843.0
Saharsa,Mohammad Hayat Ali,Janta Party,70690.0,803843.0
Saharsa,Vinayak Pd. Yadav,Janta Party (Secular),194082.0,803843.0
Saharsa,Kamal Nath Jha,Indian Natioanl Congress (I),195337.0,803843.0
Madhepura,Shashi Shekhar Yadav,Independents,627.0,746552.0
Madhepura,Md. Jakir Hussain,Independents,1058.0,746552.0
Madhepura,Chandra Nr. Yadav,Independents,5875.0,746552.0
Madhepura,Narmadeshwar Prasad Mandal,Independents,6649.0,746552.0
Madhepura,Rajendra Pd. Singh,Independents,6722.0,746552.0
Madhepura,Brijnandan Mahraj,Independents,9244.0,746552.0
Madhepura,Bindhyeshwari Pd. Mandal,Janta Party,59424.0,746552.0
Madhepura,Ramendra Kumar Yadav Ravi,Indian Natioanl Congress (I),146524.0,746552.0
Madhepura,Rajendra Pd. Yadav,Indian National Congress (U),204022.0,746552.0
Araria,Adhik Lal Sada,Independents,672.0,702757.0
Araria,Anuplal Paswan,Independents,2521.0,702757.0
Araria,Lakshmi N. Ram,Independents,3085.0,702757.0
Araria,Harilal Ram,Independents,3449.0,702757.0
Araria,Mahendra Narayan Sardar,Janta Party,58390.0,702757.0
Araria,Nawal Kishore Bharti,Janta Party (Secular),126485.0,702757.0
Araria,Dumar Lal Baitha,Indian Natioanl Congress (I),189309.0,702757.0
Kishanganj,Firoz Hasan,Independents,1071.0,702809.0
Kishanganj,Ku. Udai Bhanu Roy,Independents,1719.0,702809.0
Kishanganj,Santosh Kumar Ghosh,Independents,1865.0,702809.0
Kishanganj,Zakir Ali Iraqui,Independents,3481.0,702809.0
Kishanganj,Jogeshwar Dome,Independents,4324.0,702809.0
Kishanganj,Khalilur Rahaman,Janta Party (Secular),60039.0,702809.0
Kishanganj,Halimuddin Ahmad,Janta Party,71613.0,702809.0
Kishanganj,Zamilur Rahman,Indian Natioanl Congress (I),170662.0,702809.0
Purnea,Ram Kisan Pd. Sah,Independents,869.0,686099.0
Purnea,Munshi Muram,Independents,1034.0,686099.0
Purnea,Asgar Alam,Independents,1157.0,686099.0
Purnea,Satnarayan Poddar Kavi Saurtabh,Independents,1393.0,686099.0
Purnea,Vishwanath Agrawal,Independents,1680.0,686099.0
Purnea,Uma Kant Singh,Independents,3913.0,686099.0
Purnea,Chandra Kant Sarkar,Independents,3984.0,686099.0
Purnea,Triveni Singh,Independents,4563.0,686099.0
Purnea,Lakhanlal Kapoor,Janta Party,53233.0,686099.0
Purnea,Niyanand Arya,Janta Party (Secular),101066.0,686099.0
Purnea,Madhuri Singh,Indian Natioanl Congress (I),163022.0,686099.0
Katihar,Ibrahim,Independents,421.0,612145.0
Katihar,Mangan Insan,Independents,2437.0,612145.0
Katihar,Comrade Kumar,Independents,3796.0,612145.0
Katihar,Suryadeo Singh,Independents,8970.0,612145.0
Katihar,Satya Narain Biswas,Indian National Congress (U),11218.0,612145.0
Katihar,Subodh Rai,Communist Party Of India (Marxist),18170.0,612145.0
Katihar,Sayed Zabir Hussain,Janta Party (Secular),29351.0,612145.0
Katihar,Yuvraj,Janta Party,99943.0,612145.0
Katihar,Shah Tarique Anwar,Indian Natioanl Congress (I),138099.0,612145.0
Rajmahal,Som Murmu,Jharkhand Party,2049.0,629351.0
Rajmahal,Narayan Tudu,Independents,2341.0,629351.0
Rajmahal,Bhagat Murmu,Independents,2623.0,629351.0
Rajmahal,Masih Soren,Independents,6923.0,629351.0
Rajmahal,Father Anthony Murmu,Janta Party (Secular),24468.0,629351.0
Rajmahal,Dhanai Kisku,Independents,44629.0,629351.0
Rajmahal,Palu Hasda,Janta Party,49471.0,629351.0
Rajmahal,Seth Hemrem,Indian Natioanl Congress (I),89661.0,629351.0
Dumka,Bengamintudu,Jharkhand Party,4584.0,645270.0
Dumka,Satrudhan Besra,Communist Party Of India,36246.0,645270.0
Dumka,Batehswar Hemborom,Janta Party,37084.0,645270.0
Dumka,Prithivi Chand Kisku,Indian Natioanl Congress (I),108647.0,645270.0
Dumka,Shibu Siren,Independents,112160.0,645270.0
Godda,S. M. Asif,Independents,1101.0,711384.0
Godda,Yasoda Dulal Sinha,Independents,1232.0,711384.0
Godda,Bannalal Khemani,Jharkhand Party,1669.0,711384.0
Godda,Shambhu Prasad Jha,Independents,1882.0,711384.0
Godda,Baikunth Jha,Independents,4268.0,711384.0
Godda,Shambhu Sharan Singh,Independents,5518.0,711384.0
Godda,Kamla Kant Sinha,Janta Party (Secular),17229.0,711384.0
Godda,Muhammad Jamiruddin,Independents,32856.0,711384.0
Godda,Basudeo Yadav,Communist Party Of India,57696.0,711384.0
Godda,Jagdambi Prasad Yadav,Janta Party,96881.0,711384.0
Godda,Samin Udin,Indian Natioanl Congress (I),127223.0,711384.0
Banka,Ramesar Yadav,Independents,2293.0,690997.0
Banka,Sahim Khan,Independents,2983.0,690997.0
Banka,Rama Nand Singh,Independents,3027.0,690997.0
Banka,Bhubaneshwar Pande,Independents,4637.0,690997.0
Banka,Sailendra Jha,Independents,5722.0,690997.0
Banka,Janardan Yadav,Janta Party,58904.0,690997.0
Banka,Limaye Madhu,Janta Party (Secular),95358.0,690997.0
Banka,Chandra Shekhar Singh,Indian Natioanl Congress (I),171781.0,690997.0
Bhagalpur,Abdul Rahman,Independents,1405.0,774045.0
Bhagalpur,Udish Pd. Ram,Independents,2124.0,774045.0
Bhagalpur,Diwkar Jha,Independents,2277.0,774045.0
Bhagalpur,Mahendra Singh,Independents,2398.0,774045.0
Bhagalpur,Upendra Yadav,Independents,6316.0,774045.0
Bhagalpur,Nejam Uddin,Independents,16771.0,774045.0
Bhagalpur,Rameshwar Lal Tiwari,Communist Party Of India,48119.0,774045.0
Bhagalpur,Ramjee Singh,Janta Party,61551.0,774045.0
Bhagalpur,Jageshwar Mandal,Janta Party (Secular),99310.0,774045.0
Bhagalpur,Bhagwat Jha Azad,Indian Natioanl Congress (I),175995.0,774045.0
Khagaria,Sumitra Devi Pachaut,Independents,1383.0,713675.0
Khagaria,Krit Narayan Pyara,Independents,2497.0,713675.0
Khagaria,Vishnudeo Vidrohi,Independents,5177.0,713675.0
Khagaria,Ashok Singh,Independents,5266.0,713675.0
Khagaria,Gyaneshhwar Prasad Yadav,Janta Party,45942.0,713675.0
Khagaria,Prabhu Narayan Roy,Communist Party Of India,68609.0,713675.0
Khagaria,Sumitra Devi,Janta Party (Secular),116495.0,713675.0
Khagaria,Satish Pd. Singh,Indian Natioanl Congress (I),170264.0,713675.0
Monghyr,Parmeshwar Tha. Swa. Jahuri,Independents,702.0,795163.0
Monghyr,Shyam Kishore Singh,Independents,717.0,795163.0
Monghyr,Sakaldeep Singh Sanjivan,Independents,759.0,795163.0
Monghyr,Virendra Kuamr Singh,Independents,808.0,795163.0
Monghyr,Kishore Chandra,Independents,1910.0,795163.0
Monghyr,Mangal Nath Pathak,Independents,2142.0,795163.0
Monghyr,Ashwini Kumar Sharma,Independents,2295.0,795163.0
Monghyr,Ajoy Kumar Ghosh,Independents,7639.0,795163.0
Monghyr,Kapildeo Roy,Independents,7832.0,795163.0
Monghyr,Ram Chander Sao,Janta Party,99344.0,795163.0
Monghyr,Tarini Prasad Singh,Indian Natioanl Congress (I),138048.0,795163.0
Monghyr,Devendra Prasad Yadav,Indian National Congress (U),202181.0,795163.0
Begusarai,Vinod Rabidas,Independents,1165.0,772911.0
Begusarai,Bhagwan Prasad Singh,Independents,1740.0,772911.0
Begusarai,Yogendra Singh,Independents,1964.0,772911.0
Begusarai,Jagdish Mistry,Independents,2576.0,772911.0
Begusarai,Ramkhelawan Rajak,Independents,3641.0,772911.0
Begusarai,Dawar Hussain,Independents,3757.0,772911.0
Begusarai,Rajendra Chauhan,Independents,8226.0,772911.0
Begusarai,Kapildeo Narayan Singh,Janta Party,57838.0,772911.0
Begusarai,Shyam Nandan Mishra,Janta Party (Secular),99511.0,772911.0
Begusarai,Krishna Shahi,Indian Natioanl Congress (I),272234.0,772911.0
Nalanda,Sachida Nandan Prasad Singh,Independents,536.0,818349.0
Nalanda,Gulab Das,Independents,747.0,818349.0
Nalanda,Bodh Narayan Prasad,Independents,1095.0,818349.0
Nalanda,Vijayanand Prasad,Independents,1271.0,818349.0
Nalanda,Rashosh,Independents,4497.0,818349.0
Nalanda,Virendra Prasad,Janta Party,56896.0,818349.0
Nalanda,Ram Sharan Prasad Singh,Indian Natioanl Congress (I),117433.0,818349.0
Nalanda,Sidheshwar Prasad,Indian National Congress (U),136358.0,818349.0
Nalanda,Vijay Kumar Yadav,Communist Party Of India,198959.0,818349.0
Patna,Subhash Chandra Mehta,Independents,85.0,895002.0
Patna,Sunil Kumar Chatterjee,Independents,185.0,895002.0
Patna,Vijay Kumar Singh,Independents,201.0,895002.0
Patna,"Sao, Rajendra",Independents,202.0,895002.0
Patna,Vijay Kumar,Independents,207.0,895002.0
Patna,Raji Ranjan,Independents,250.0,895002.0
Patna,Sachidanand Sahay,Independents,282.0,895002.0
Patna,Panna Lal Gupta,Independents,340.0,895002.0
Patna,Vasant Kumar Pathik,Independents,380.0,895002.0
Patna,Awadhesh Kumar Yadav,Independents,391.0,895002.0
Patna,Krishan Thakur,Independents,393.0,895002.0
Patna,Ripudaman Pd. Singh,Independents,393.0,895002.0
Patna,Vinod Kumar Sinha,Shoshit Samaj Dal (Akhil Bharatiya),415.0,895002.0
Patna,Rakshpal N. K.,Independents,435.0,895002.0
Patna,Bholanath Choudhary,Independents,473.0,895002.0
Patna,Kamal Narayan Choudhary,Independents,488.0,895002.0
Patna,Uma Rai,Independents,527.0,895002.0
Patna,"Rai, Rajendra",Independents,693.0,895002.0
Patna,Yogeshwar Prasad Singh,Independents,749.0,895002.0
Patna,Mehdi Mian,Independents,971.0,895002.0
Patna,Sadhya B. C.,All India Forward Block,974.0,895002.0
Patna,Nawal Kishore Prasad Singh,Independents,1115.0,895002.0
Patna,Matinul Haque,Independents,1325.0,895002.0
Patna,Jayanti Yadav,Independents,1453.0,895002.0
Patna,Ganpat Rai,Independents,1945.0,895002.0
Patna,Shiv Nandan Prasad,Independents,3091.0,895002.0
Patna,Ram Pukar Verma,Independents,5587.0,895002.0
Patna,Lalita Narayan,Indian Natioanl Congress (I),82593.0,895002.0
Patna,Mahamaya Pd. Sinha,Janta Party,146877.0,895002.0
Patna,Ramavatar Shastri,Communist Party Of India,167290.0,895002.0
Arrah,Ram Chandra Singh,Independents,442.0,829450.0
Arrah,Ram Nagina Ram,Independents,462.0,829450.0
Arrah,Ram Babu Singh,Independents,475.0,829450.0
Arrah,Vinod Dhari Singh,Independents,520.0,829450.0
Arrah,Vindesh Chandra Pandey,Independents,826.0,829450.0
Arrah,Mahesh Singh,Independents,1129.0,829450.0
Arrah,Sheo Prasad Singh,Independents,1361.0,829450.0
Arrah,Krishna Kuamr Pandey,Akhil Bharatiya Ramrajya Parishad,1364.0,829450.0
Arrah,Kishori Ram,Independents,1506.0,829450.0
Arrah,Gauri Shankar Tiwari,Independents,1893.0,829450.0
Arrah,Rajniti Prasad,Independents,2113.0,829450.0
Arrah,Rama Kant Pandey,Independents,2435.0,829450.0
Arrah,Ram Subhag Singh,Independents,15183.0,829450.0
Arrah,Budhdeo Singh,Indian Natioanl Congress (I),74659.0,829450.0
Arrah,Imamul Hai Khan,Janta Party,149584.0,829450.0
Arrah,Chandradeo Prasad Verma,Janta Party (Secular),158533.0,829450.0
Buxar,Kedar Nath Mishra,Independents,480.0,792731.0
Buxar,Isu Mian,Independents,554.0,792731.0
Buxar,Vishun Dhari Harijan,Independents,654.0,792731.0
Buxar,Viswa Nath Singh,Independents,675.0,792731.0
Buxar,Shah Basi Ahmed,Independents,683.0,792731.0
Buxar,Sheo Nath Pande,Independents,699.0,792731.0
Buxar,Jag Nath Prasad Keshari,Independents,722.0,792731.0
Buxar,Vikaram Chamar,Independents,949.0,792731.0
Buxar,Dwarika Nath Dubey,Independents,1340.0,792731.0
Buxar,Vinay Kumar Chaudhari,Independents,1346.0,792731.0
Buxar,Biswa Nath Pandey,Independents,1467.0,792731.0
Buxar,Jagat Narayan Pathak,Independents,1544.0,792731.0
Buxar,Barma Nand Yadav,Bharatiya Socialist Party,1701.0,792731.0
Buxar,Ram Nath Gautam,Independents,3407.0,792731.0
Buxar,Tarkeshwar Nath Pathak,Independents,3584.0,792731.0
Buxar,Rajendra Mohan Verma,Independents,4159.0,792731.0
Buxar,Ranjit Singh,Independents,5824.0,792731.0
Buxar,Rama Nand Tiwari,Janta Party,88224.0,792731.0
Buxar,Suraj Prasad,Communist Party Of India,102275.0,792731.0
Buxar,K. K. Tiwari,Indian Natioanl Congress (I),133999.0,792731.0
Sasaram,Atirajo Devi,Independents,1511.0,751039.0
Sasaram,R. V. Paswan,Shoshit Samaj Dal (Akhil Bharatiya),1530.0,751039.0
Sasaram,Lakshman Ram,Independents,2401.0,751039.0
Sasaram,Ram Prasad Das,Independents,4640.0,751039.0
Sasaram,Daya Shankar Ram,Independents,6928.0,751039.0
Sasaram,Shiva Nandan Paswan,Janta Party (Secular),80516.0,751039.0
Sasaram,Mahabir Paswan,Indian Natioanl Congress (I),118037.0,751039.0
Sasaram,Jagjiwan Ram,Janta Party,169207.0,751039.0
Bikramganj,Ram Nagina Singh,Independents,347.0,787636.0
Bikramganj,Viswanath Chaudhari,Independents,712.0,787636.0
Bikramganj,Sukul Ram,Independents,1070.0,787636.0
Bikramganj,Vrijnandan Singh,Independents,1175.0,787636.0
Bikramganj,Gopichand Prasad,Independents,1551.0,787636.0
Bikramganj,Kripashankar Tiwari,Independents,1634.0,787636.0
